serial,group,apt,class,state,pre,duty_pct,hours_since_landing,tiWdReset,gain,env,upamp,tnormStddev,fwVerTi,gal_7d,rsrp,VddAdc,noWater,id
72378555,Dorr Drive MHP,18,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,53,0,40.0,30.0,0.0,0.0,391,0,-110,3610,false,751f9740-a939-11f0-98a7-c3bc57f9afe3
70269160,Crystal Acres MHC,22,GATE-LOOP,Calibrating,Metering,89,53,101,40.0,30.0,0.0,0.0,391,1117,-118,3623,false,746591e0-a940-11f0-98a7-c3bc57f9afe3
70272180,Crystal Acres MHC,6,OTHER,Metering,Metering,23,31,9,42.0,30.0,1016.0,95.0,391,923,-116,3635,false,75a7d5e0-a940-11f0-98a7-c3bc57f9afe3
70269301,Crystal Acres MHC,41,GATE-LOOP,Calibrating,Metering,76,31,54,40.0,30.0,0.0,0.0,391,71,-112,3653,false,e3c37010-a941-11f0-98a7-c3bc57f9afe3
70266141,Crystal Acres MHC,39,RECAL-ACTIVE (<48 h),Calibrating,Metering,0,6,0,32.0,30.0,379.0,60.0,391,1,-105,3646,false,5e8e2d60-a971-11f0-98a7-c3bc57f9afe3
70262025,Broadway MHP DesMoines,9,NO-SIGNAL,Failed Cal,Failed Cal,,31,0,55.0,30.0,100.0,0.0,391,0,-126,3634,false,65d805a0-a971-11f0-98a7-c3bc57f9afe3
72715768,?,105-DOWNINTHEWALL,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,27,0,28.0,30.0,57.0,0.0,391,0,-112,3637,false,5f603fd0-c50f-11f0-9842-6d029661c338
72387788,Sunnyvale MHP,117,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,52,0,40.0,30.0,22.0,0.0,391,0,-99,3645,false,9a4bc020-ad2b-11f0-98a7-c3bc57f9afe3
72380411,Brighton Court MHP,11,NO-WATER (attr set),Calibrating,Calibrating,,55,0,40.0,30.0,42.0,0.0,391,0,-89,3635,true,d08e2f60-ad30-11f0-98a7-c3bc57f9afe3
72386988,Green Acres MHC,8,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,52,0,40.0,30.0,32.0,0.0,391,0,-112,3642,false,b9d41330-ad39-11f0-98a7-c3bc57f9afe3
72391863,Opekiska St Duplex,B,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,55,0,40.0,30.0,27.0,0.0,391,0,-82,3630,false,da6ddda0-ad44-11f0-98a7-c3bc57f9afe3
72715123,Freedom MHP,8,CAL-FAIL (signal present),Failed Cal,Calibrating,,54,0,55.0,30.0,529.0,0.0,391,0,-77,3630,false,df3550e0-c426-11f0-9842-6d029661c338
72721865,Kay Bee Mobile Villa MHP,14,CAL-FAIL (signal present),Failed Cal,Failed Cal,,74,0,52.0,30.0,201.0,0.0,391,0,-105,3651,false,a4c32760-c431-11f0-9842-6d029661c338
72720263,8 OnElaine,"2314-1102,1202",CAL-FAIL (signal present),Failed Cal,Failed Cal,,73,0,55.0,30.0,409.0,0.0,391,0,-97,3603,false,ed003220-c431-11f0-9842-6d029661c338
70271695,Eastwood Hills MHC-CUST,EH19,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,53,0,40.0,30.0,25.0,0.0,391,0,-97,3656,false,4fe4e280-c4cf-11f0-9842-6d029661c338
70270440,Parker MHC-CUST,11,CAL-FAIL (signal present),Failed Cal,Calibrating,,54,0,52.0,54.0,467.0,0.0,391,0,-87,3648,false,283aff90-c4e7-11f0-9842-6d029661c338
72385303,Parkview MHP-Cust,66,NO-SIGNAL,Failed Cal,Calibrating,,52,0,55.0,30.0,126.0,0.0,391,0,-88,3625,false,d17143e0-8495-11f0-8b4a-0d0197d44616
72719331,Hillview MHC,25,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,55,0,40.0,30.0,28.0,0.0,391,0,-91,3642,false,16b5b290-01de-11f1-af1d-29d4205d602a
77036889,Pelican Shores North HOA - Cust,12636,CAL-FAIL (signal present),Failed Cal,Metering,94,68,2,52.0,54.0,930.0,0.0,391,25578,-116,3627,false,5088dab0-26ce-11f0-8272-45e3ef110760
72718622,Riverview Apartments MF,35 start 11/1,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,55,0,40.0,30.0,22.0,0.0,391,0,-78,3399,false,47575ee0-c7bd-11f0-9842-6d029661c338
72716345,Riverview Apartments MF,38 start 9/1,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,53,0,40.0,30.0,29.0,0.0,391,0,-70,3640,false,5d5763c0-c7bd-11f0-9842-6d029661c338
72720677,Riverview Apartments MF,34,CAL-FAIL (signal present),Failed Cal,Calibrating,,55,0,55.0,30.0,219.0,0.0,391,0,-71,3641,false,8fea2ac0-c7bd-11f0-9842-6d029661c338
70271810,Kay Bee Mobile Villa MHP,90,NO-SIGNAL,Failed Cal,Calibrating,,50,49,55.0,30.0,130.0,0.0,391,1,-100,3695,false,f4a30410-cf9b-11f0-9bfa-a7eff651ff22
75363497,Wildwood Estates MHC-CUST,29,NO-SIGNAL,Failed Cal,Calibrating,,53,0,55.0,30.0,97.0,0.0,391,0,-108,3654,false,e1a4bf70-06af-11f1-a3d9-c99c67c82bc1
75373546,Estancia MHP-CUST,125,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,54,0,40.0,30.0,31.0,0.0,391,0,-99,3651,false,1b4326c0-06bc-11f1-a3d9-c99c67c82bc1
75367696,Roosevelt MHC,43,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,50,0,40.0,30.0,23.0,0.0,391,0,-111,3668,false,9d6fb4c0-0b57-11f1-a3d9-c99c67c82bc1
75371425,Roosevelt MHC,107,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,50,0,40.0,30.0,30.0,0.0,391,0,-102,3686,false,f40b8c40-0b76-11f1-a3d9-c99c67c82bc1
77058446,Parkview MHP-Cust,45,NO-SIGNAL,Failed Cal,Calibrating,,53,0,55.0,30.0,121.0,0.0,391,0,-91,3637,false,6abfb370-4151-11f0-8e55-b138a1c03c8e
75373074,Noble Estates MHC-Cust,535,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,54,0,40.0,30.0,30.0,0.0,391,0,-108,3644,false,77f745d0-0c35-11f1-8768-5551e7a34f27
72381369,Crystal Acres MHC,48,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,54,0,40.0,30.0,28.0,0.0,391,0,-112,3651,false,a5d44c70-a95a-11f0-98a7-c3bc57f9afe3
75362648,Noble Estates MHC-Cust,566,NO-SIGNAL,Failed Cal,Failed Cal,,53,0,55.0,30.0,126.0,0.0,391,0,-124,3645,false,5d894300-0c36-11f1-8768-5551e7a34f27
72720305,Noble Estates MHC-Cust,,NO-SIGNAL,Failed Cal,Calibrating,,54,0,55.0,30.0,101.0,0.0,391,0,-108,3648,false,43c31f50-0c3f-11f1-8768-5551e7a34f27
79455448,Skyrise Villas,1104,NO-SIGNAL,Failed Cal,Calibrating,,53,0,55.0,30.0,102.0,0.0,391,0,-102,3657,false,85b75ed0-a0c3-11f1-a1a6-391af391818e
75372233,Roosevelt MHC,82,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,50,0,40.0,30.0,84.0,0.0,391,0,-107,3636,false,ab55c6a0-0c48-11f1-8768-5551e7a34f27
75362978,Roosevelt MHC,140,NO-SIGNAL,Failed Cal,Failed Cal,,75,0,55.0,30.0,119.0,0.0,391,0,-100,3680,false,698bc6b0-0c49-11f1-8768-5551e7a34f27
79461073,Holly Tree MHP,34,GATE-LOOP,Calibrating,Metering,76,29,28,40.0,30.0,0.0,0.0,391,613,-117,3660,false,5bcbb420-3f31-11f1-b39d-b550dfb4ab8b
79453351,Rustic Acres MHC-CUST,20,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,78,0,40.0,30.0,39.0,0.0,391,0,-97,3658,false,ab297610-a25f-11f1-a1a6-391af391818e
70266968,Rustic Acres MHC-CUST,59,COMPRESSED-SIGNAL,Metering,Metering,70,79,0,47.0,46.0,2901.0,473.0,391,481,-124,3649,false,1144b3c0-6674-11f0-8658-7f4e94e41769
65825385,Aurora MHC,149-OLD,"CALIBRATING (>48 h, no loop)",Calibrating,Metering,8,83,0,40.0,30.0,0.0,0.0,391,896,-119,3560,false,247f6cd0-26a7-11f0-8272-45e3ef110760
70263098,Alta Vista MHC-CUST,45,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,52,0,40.0,30.0,32.0,0.0,391,0,-109,3655,false,9607ac20-62a0-11f0-8658-7f4e94e41769
72720198,Eastwood Hills MHC-CUST,TR311,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,52,0,40.0,30.0,22.0,0.0,391,0,-110,3665,false,96120210-c88a-11f0-9842-6d029661c338
72383068,Whispering Pines Mobile Estates-CUST,500,GATE-LOOP,Calibrating,Metering,41,54,122,40.0,30.0,0.0,0.0,391,232,-99,3632,false,3a2fb640-9a72-11f0-b5af-5dfa9891b485
70268956,Whispering Pines Mobile Estates-CUST,217,GATE-LOOP,Calibrating,Calibrating,,54,53,40.0,30.0,114.0,0.0,391,22,-101,3635,false,58afcf60-9fd6-11f0-b5af-5dfa9891b485
70263502,Whispering Pines Mobile Estates-CUST,306,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,55,0,40.0,30.0,24.0,0.0,391,-1,-90,3642,false,c03bdc70-9fde-11f0-b5af-5dfa9891b485
72724307,Estancia MHP-CUST,4,CAL-FAIL (signal present),Failed Cal,Calibrating,,28,0,55.0,30.0,300.0,0.0,391,0,-99,3650,false,f6324990-06a4-11f1-a3d9-c99c67c82bc1
75373363,Estancia MHP-CUST,27,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,54,0,40.0,30.0,33.0,0.0,391,0,-93,3650,false,3e79b490-06a5-11f1-a3d9-c99c67c82bc1
75373884,Estancia MHP-CUST,47,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,54,0,40.0,30.0,28.0,0.0,391,0,-103,3641,false,f4a540f0-06a4-11f1-a3d9-c99c67c82bc1
75362895,Heritage Apartments,D4,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,54,0,40.0,30.0,26.0,0.0,391,0,-87,3657,false,9fdfa2f0-4816-11f1-969c-6109d9dfb138
75372563,?,17-SONOMAVALLEY-DR,NO-WATER (attr set),Calibrating,Calibrating,,54,0,40.0,30.0,28.0,0.0,391,0,-97,3662,true,542f3660-4b16-11f1-bc16-b52012ce6db2
79463962,Skyrise Villas,1105,NO-SIGNAL,Failed Cal,Failed Cal,,52,0,55.0,30.0,100.0,0.0,344,0,-98,3644,false,d1b3e290-a0c3-11f1-a1a6-391af391818e
75362630,Pace East,21,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,51,0,55.0,30.0,493.0,0.0,391,0,-87,3672,false,3c543980-4b22-11f1-bc16-b52012ce6db2
75371904,Kay Bee Mobile Villa MHP,105,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,74,0,40.0,30.0,165.0,0.0,391,0,-96,3677,false,579a7e70-4b22-11f1-bc16-b52012ce6db2
79466379,Shady Lane MHP-Cust,106 Shady Lane,GATE-LOOP,Calibrating,Metering,41,53,89,40.0,30.0,0.0,0.0,391,120,-109,3641,false,1cb19300-545c-11f1-b1bb-f3574cce671d
75365740,Haven MHP,21,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,52,0,40.0,30.0,66.0,0.0,391,0,-86,3674,false,8e0e9800-4cc7-11f1-b1bb-f3574cce671d
75368405,Haven MHP,3,GATE-LOOP,Calibrating,Calibrating,,54,84,40.0,30.0,43.0,0.0,391,6,-93,3669,false,14d2b740-4cc8-11f1-b1bb-f3574cce671d
75371946,Haven MHP,4,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,54,0,40.0,30.0,25.0,0.0,391,0,-109,3660,false,b7fb3170-4ccf-11f1-b1bb-f3574cce671d
79465769,?,3-DOUBLETREE-DR,NO-WATER (attr set),Calibrating,Calibrating,,51,0,40.0,30.0,26.0,0.0,391,0,-101,3657,true,188b2530-4ce5-11f1-b1bb-f3574cce671d
75360113,?,10-SHENNADOH-DR,NO-WATER (attr set),Calibrating,Failed Cal,,55,0,40.0,30.0,35.0,0.0,391,0,-93,3657,true,4c178840-4d02-11f1-b1bb-f3574cce671d
75373421,?,1-DOUBLETREE-CT,NO-WATER (attr set),Calibrating,Calibrating,,53,0,40.0,30.0,98.0,0.0,391,0,-98,3645,true,b2814230-6c13-11f1-9333-3b2cfe68422f
75369098,Shady Lane MHP-Cust,5013 Spruce Lane,OTHER,Metering,Metering,58,55,1,38.0,38.0,1967.0,321.0,391,519,-117,3655,false,e9bd4b10-545b-11f1-b1bb-f3574cce671d
79461677,?,9-SHENNADOH-DR,NO-SIGNAL,Failed Cal,Failed Cal,,52,0,55.0,30.0,98.0,0.0,391,0,-93,3660,true,d4bad250-4d03-11f1-b1bb-f3574cce671d
75365096,Pace East,54,CAL-FAIL (signal present),Failed Cal,Calibrating,,73,0,52.0,54.0,337.0,0.0,391,0,-103,3671,false,676f5960-4d02-11f1-b1bb-f3574cce671d
79460844,?,18-SHENNADOH-DR,NO-WATER (attr set),Calibrating,Calibrating,,55,0,40.0,30.0,28.0,0.0,391,0,-98,3654,true,8d6f3700-4d04-11f1-b1bb-f3574cce671d
75368298,?,20-SHENNADOH-DR,NO-WATER (attr set),Calibrating,Failed Cal,,52,0,40.0,30.0,28.0,0.0,391,0,-95,3650,true,0a8b9e90-4d0a-11f1-b1bb-f3574cce671d
75366805,?,7-SHENNADOH-DR,NO-SIGNAL,Failed Cal,Failed Cal,,55,0,55.0,30.0,73.0,0.0,391,0,-94,3652,true,1005b980-4d02-11f1-b1bb-f3574cce671d
79466619,?,5-SHENNADOH-DR,NO-WATER (attr set),Calibrating,Calibrating,,51,0,40.0,30.0,31.0,0.0,391,0,-95,3658,true,3ee897e0-4d02-11f1-b1bb-f3574cce671d
75367852,?,19-SHENNADOH-DR,NO-WATER (attr set),Calibrating,Calibrating,,52,0,40.0,30.0,32.0,0.0,391,0,-95,3657,true,5e5b4ed0-4d0a-11f1-b1bb-f3574cce671d
79459002,Rustic Acres MHC-CUST,25,"CALIBRATING (>48 h, no loop)",Calibrating,Failed Cal,,78,0,40.0,30.0,32.0,0.0,391,0,-92,3663,false,e53bb930-a23c-11f1-a1a6-391af391818e
79461826,Oakwood MHP,70-REMOVED,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,75,0,40.0,30.0,31.0,0.0,391,0,-99,3651,false,39c48760-4d66-11f1-b1bb-f3574cce671d
75364313,Oakwood MHP,23-OLD,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,50,0,40.0,30.0,26.0,0.0,391,0,-110,3661,false,7daa9410-4d66-11f1-b1bb-f3574cce671d
75367050,Kingsbrook MHC,778AM,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,55,0,40.0,30.0,24.0,0.0,391,0,-118,3636,false,a74ed380-4d66-11f1-b1bb-f3574cce671d
75368991,Oakwood MHP,107-REMOVED,NO-SIGNAL,Failed Cal,Calibrating,,74,0,55.0,30.0,120.0,0.0,391,0,-98,3657,false,5e41ee40-4d69-11f1-b1bb-f3574cce671d
75367316,Oakwood MHP,118-OLD,NO-SIGNAL,Failed Cal,Calibrating,,5,0,55.0,30.0,93.0,0.0,391,0,-97,3636,false,5cc0d710-4d6a-11f1-b1bb-f3574cce671d
79456701,Rustic Acres MHC-CUST,,"CALIBRATING (>48 h, no loop)",Calibrating,Calibrating,,55,0,40.0,30.0,26.0,0.0,391,0,-87,3668,false,e64ed090-8b77-11f1-a1a6-391af391818e
