group,device,fwVer,sessions,hung_est,days_with_records_of_7,rsrp_med,meterVal_first,meterVal_last,usage_7d_gal
Roosevelt MHC,Device 65829221,16131,7,0,7,-102.0,9997.697,10140.511,142.8140000000003
Roosevelt MHC,Device 2068586245,10671,3,0,5,-85.0,9445.0,9477.0,32.0
Roosevelt MHC,Device 2068607678,10671,0,0,,,3881.0,3881.0,0.0
Roosevelt MHC,Device 2068584737,10671,0,0,,,7398.0,7398.0,0.0
Roosevelt MHC,Device 2041739306,,0,0,,,,,
Roosevelt MHC,Device 2042740709,10671,0,0,,,11690.0,11690.0,0.0
Roosevelt MHC,Device 2042730577,10706,0,0,,,28372.0,28372.0,0.0
Roosevelt MHC,Device 2041761573,10671,5,0,5,-115.0,12759.0,12865.0,106.0
Roosevelt MHC,Device 2041761037,10671,0,0,,,7525.0,7525.0,0.0
Roosevelt MHC,Device 2041742391,10706,2,0,2,-94.0,2839.0,2839.0,0.0
Roosevelt MHC,Device 2049924710,,0,0,,,,,
Roosevelt MHC,Device 2042741079,10671,3,0,4,-111.0,21452.0,21452.0,0.0
Roosevelt MHC,Device 2041742961,,0,0,,,,,
Roosevelt MHC,Device 2042821384,,0,0,,,,,
Roosevelt MHC,Device 2041746681,,0,0,,,,,
Roosevelt MHC,Device 2041750485,,0,0,,,,,
Roosevelt MHC,Device 2041752622,10706,0,0,,,76259.0,76259.0,0.0
Roosevelt MHC,Device 2041749891,,0,0,,,,,
Roosevelt MHC,Device 2041750345,,0,0,,,,,
Roosevelt MHC,Device 2041750428,,0,0,,,,,
Roosevelt MHC,Device 2041750436,,0,0,,,,,
Roosevelt MHC,Device 2041750915,,0,0,,,,,
Roosevelt MHC,Device 2041744355,,0,0,,,,,
Roosevelt MHC,Device 2041743159,,0,0,,,,,
Roosevelt MHC,Device 2041736856,10671,0,0,,,44232.0,44232.0,0.0
Roosevelt MHC,Device 2041737086,,0,0,,,,,
Roosevelt MHC,Device 2041739181,,0,0,,,,,
Roosevelt MHC,Device 2041747879,10671,2,0,5,-88.0,15516.0,15516.0,0.0
Roosevelt MHC,Device 2041741609,10671,2,0,3,-92.0,40266.0,40266.0,0.0
Roosevelt MHC,Device 2042816541,10671,0,0,,,17585.0,17585.0,0.0
Green Forest Estates MHC,2024120005000023,,0,0,,,,,
Backcountry MHC,Device 79462915,17037,7,0,7,-108.0,18667.449,18878.492,211.04299999999785
Backcountry MHC,Device 79462816,15154,9,0,7,-106.0,70164.836,71575.359,1410.523000000001
Backcountry MHC,Device 79463483,16185,3,0,0,-124.0,,,
Backcountry MHC,Device 79461172,15154,7,0,0,-97.0,416956.844,416956.844,0.0
Backcountry MHC,Device 79461396,16185,8,1,0,-122.0,12916.347,13598.185,681.8379999999997
Backcountry MHC,Device 79462568,16022,7,0,3,-120.0,2408.205,2408.522,0.3170000000000073
Backcountry MHC,Device 65830039,16185,11,0,7,-115.0,30293.047,31645.697,1352.6500000000015
Backcountry MHC,Device 2041742615,10706,6,0,7,-97.0,58645.0,61368.0,2723.0
Backcountry MHC,Device 2042789243,10671,0,0,,,71755.0,71755.0,0.0
Backcountry MHC,Device 2041761714,10706,0,0,,,93464.0,93464.0,0.0
Backcountry MHC,Device 2041739827,10671,2,0,5,-110.0,73486.0,73517.0,31.0
Backcountry MHC,Device 2041742300,10671,2,0,4,-116.0,130833.0,131034.0,201.0
Backcountry MHC,Device 2042733357,10671,6,0,0,-108.0,52634.0,52634.0,0.0
Backcountry MHC,Device 2049961936,10706,4,0,6,-103.0,44054.0,44994.0,940.0
Kingsbrook MHP,2025080001020041,,0,0,,,2411991.637,2420999.171,9007.533999999985
Kingsbrook MHP,2025080001020040,,0,0,,,,,
Oak Forest MHC,2025020005000012,,0,0,,,4305868.75,4309698.558,3829.8080000001937
Oak Tree MHP,2024120005000019,,0,0,,,1907730.0,1909500.909,1770.908999999985
Sara Drive MHC-Nowi,2025020005000013,,0,0,,,2176156.642,2205802.574,29645.93200000003
Fair Lane MHC,Device 79463137,16131,7,0,7,-100.0,5113.604,5206.443,92.83899999999994
Fair Lane MHC,Device 79460885,15154,7,0,7,-98.0,2626.601,2821.343,194.74199999999973
Fair Lane MHC,Device 65828694,,0,0,,,,,
Fair Lane MHC,Device 2041763868,,0,0,,,,,
Sunset MHP,Device 65828561,,0,0,,,,,
Sunset MHP,Device 65831227,,0,0,,,,,
Sunset MHP,Device 65826946,,0,0,,,,,
Sunset MHP,Device 65831565,,0,0,,,,,
Sunset MHP,Device 65825765,,0,0,,,,,
Sunset MHP,Device 65830955,,0,0,,,,,
Sunset MHP,Device 65828454,,0,0,,,,,
Sunset MHP,Device 65828058,,0,0,,,,,
Sunset MHP,Device 65823240,,0,0,,,,,
Sunset MHP,Device 65823398,,0,0,,,,,
Sunset MHP,Device 65824453,,0,0,,,,,
Sunset MHP,Device 65823661,,0,0,,,,,
Sunset MHP,Device 65824131,,0,0,,,,,
Sunset MHP,Device 65826383,,0,0,,,,,
Sunset MHP,Device 65828744,,0,0,,,,,
Sunset MHP,Device 65825831,,0,0,,,,,
Sunset MHP,Device 65831110,,0,0,,,,,
Sunset MHP,Device 65830849,,0,0,,,,,
Sunset MHP,Device 65831037,,0,0,,,,,
Sunset MHP,Device 65828405,,0,0,,,,,
Sunset MHP,Device 65827993,,0,0,,,,,
Sunset MHP,Device 65828363,,0,0,,,,,
Sunset MHP,Device 65826888,,0,0,,,,,
Sunset MHP,Device 65823653,,0,0,,,,,
Sunset MHP,Device 2049832210,,0,0,,,,,
Sunset MHP,Device 2049917532,,0,0,,,,,
Sunset MHP,Device 2049874113,,0,0,,,,,
Sunset MHP,Device 2049879476,,0,0,,,,,
Sunset MHP,Device 2049932010,,0,0,,,,,
Sunset MHP,Device 2049873750,10693,3,0,6,-92.0,146747.0,146946.0,199.0
Sunset MHP,Device 2049920650,,0,0,,,,,
Fair Meadows MHC,Device 79455257,16022,7,0,7,-112.0,4272.052,4477.76,205.70800000000054
Fair Meadows MHC,Device 75371854,16131,7,0,3,-105.0,10141.933,10263.041,121.10799999999836
Fair Meadows MHC,Device 75368942,16022,7,0,2,-108.0,247.902,256.308,8.406000000000006
Fair Meadows MHC,Device 75362762,16022,7,0,7,-108.0,8449.179,8995.108,545.9290000000001
Fair Meadows MHC,Device 75364115,16022,7,0,7,-98.0,19985.768,21096.697,1110.929
Fair Meadows MHC,Device 79466536,16022,7,0,7,-107.0,19434.029,20596.994,1162.9650000000001
Fair Meadows MHC,Device 75368322,16022,7,0,7,-107.0,16278.02,17233.313,955.2929999999978
Fair Meadows MHC,Device 75369585,16022,7,0,7,-99.0,4328.979,4475.229,146.25
Fair Meadows MHC,Device 75368264,16022,7,0,7,-109.0,19536.689,20833.889,1297.2000000000007
Fair Meadows MHC,Device 75370047,16022,7,0,7,-107.0,15139.885,16134.76,994.875
Fair Meadows MHC,Device 75364404,16022,6,0,1,-110.0,23.642,23.642,0.0
Fair Meadows MHC,Device 75365690,16022,7,0,7,-107.0,3217.746,3881.375,663.6289999999999
Fair Meadows MHC,Device 79461057,16022,7,0,0,-106.0,28.696,28.696,0.0
Fair Meadows MHC,Device 75365005,,0,0,,,,,
Fair Meadows MHC,Device 75362473,16022,8,0,7,-103.0,3610.632,5025.032,1414.4
Fair Meadows MHC,Device 72381625,16022,7,0,7,-99.0,49846.855,49946.91,100.05500000000029
Fair Meadows MHC,Device 72378985,16022,7,0,7,-99.0,9566.26,9852.479,286.21899999999914
Fair Meadows MHC,Device 72388885,16022,7,0,7,-105.0,9296.595,9870.438,573.8430000000008
Fair Meadows MHC,Device 70258593,16022,7,0,6,-108.0,43833.766,44434.609,600.8429999999935
Fair Meadows MHC,Device 70271372,16022,7,0,7,-105.0,13160.812,13410.983,250.17100000000028
Fair Meadows MHC,Device 70260839,16131,4,0,2,-101.0,28931.168,28985.564,54.395999999997
Fair Meadows MHC,Device 77058214,16022,7,0,6,-100.0,57248.684,57502.164,253.47999999999593
Fair Meadows MHC,Device 77052084,16022,7,0,1,-108.0,609.079,611.276,2.1970000000000027
Fair Meadows MHC,Device 77041293,16022,7,0,7,-108.0,74631.25,75414.234,782.9839999999967
Fair Meadows MHC,Device 77062125,16022,7,0,3,-98.0,8270.542,8324.826,54.28399999999965
Fair Meadows MHC,Device 77053793,16022,7,0,7,-107.0,41583.496,42790.398,1206.9020000000019
Fair Meadows MHC,Device 65827092,16022,7,0,7,-109.0,2426.053,2563.079,137.0260000000003
Fair Meadows MHC,Device 77053926,16022,7,0,7,-108.0,21057.133,21480.373,423.23999999999796
Fair Meadows MHC,Device 65830021,16022,7,0,7,-102.0,31004.914,31812.152,807.2379999999976
Fair Meadows MHC,Device 65827365,16022,7,0,7,-111.0,27921.055,28578.389,657.3339999999989
Fair Meadows MHC,Device 65830005,16022,7,0,7,-112.0,82762.016,84207.414,1445.398000000001
Fair Meadows MHC,Device 65826011,16022,7,0,7,-99.0,54931.484,56275.742,1344.2580000000016
Fair Meadows MHC,Device 65829171,16022,7,0,0,-104.0,19699.0,19699.0,0.0
Fair Meadows MHC,Device 65828942,16022,7,0,0,-105.0,9342.264,9342.264,0.0
Fair Meadows MHC,Device 65831722,16022,7,0,7,-104.0,77655.094,79334.859,1679.7649999999994
Fair Meadows MHC,Device 65827084,,0,0,,,,,
Fair Meadows MHC,Device 65823471,,0,0,,,,,
Fair Meadows MHC,Device 65823331,16022,7,0,7,-103.0,21474.23,21689.264,215.03399999999965
Fair Meadows MHC,Device 65823448,16022,7,0,7,-108.0,25627.67,25973.838,346.1680000000015
Fair Meadows MHC,Device 2049963072,10639,10,0,6,-98.0,58959.0,60425.0,1466.0
Fair Meadows MHC,Device 2049878601,10671,0,0,,,81102.0,81102.0,0.0
Fair Meadows MHC,Device 2049923977,10671,2,0,4,-95.0,149589.0,149847.0,258.0
Fair Meadows MHC,Device 2049917540,10671,2,0,4,-97.0,113437.0,113533.0,96.0
Fair Meadows MHC,Device 2049916047,10671,5,0,4,-102.0,76801.0,77520.0,719.0
Fair Meadows MHC,Device 2068596921,10693,3,0,4,-89.0,26831.0,26846.0,15.0
Fair Meadows MHC,Device 2049872067,10693,1,0,0,-107.0,1590.0,1590.0,0.0
Fair Meadows MHC,Device 2049916526,10671,0,0,,,40692.0,40692.0,0.0
Fair Meadows MHC,Device 2049905347,10671,3,0,4,-95.0,34258.0,34353.0,95.0
Fair Meadows MHC,Device 2068588365,10671,2,0,1,-95.0,38013.0,38196.0,183.0
Fair Meadows MHC,Device 2049933232,10671,2,0,3,-95.0,24325.0,24325.0,0.0
Fair Meadows MHC,Device 2049826048,10671,0,0,,,42506.0,42506.0,0.0
Fair Meadows MHC,Device 2049948008,10693,0,0,,,34901.0,34901.0,0.0
Fair Meadows MHC,Device 2049948057,10671,0,0,,,24932.0,24932.0,0.0
Fair Meadows MHC,Device 2049908036,10671,0,0,,,155300.0,155300.0,0.0
Fair Meadows MHC,Device 2049821296,10671,2,0,3,-98.0,69013.0,69013.0,0.0
Fair Meadows MHC,Device 2049922763,10704,0,0,,,157197.0,157197.0,0.0
Fair Meadows MHC,Device 2049893717,10671,4,0,7,-93.0,83126.0,83953.0,827.0
Fair Meadows MHC,Device 2049874105,10693,3,0,1,-90.0,48641.0,48641.0,0.0
Fair Meadows MHC,Device 2049924827,10671,4,0,3,-89.0,125862.0,125862.0,0.0
Fair Meadows MHC,Device 2049882389,10671,0,0,,,182185.0,182185.0,0.0
Fair Meadows MHC,Device 2049886083,10671,6,0,7,-89.0,108923.0,109561.0,638.0
Fair Meadows MHC,Device 2049914042,10671,0,0,,,70220.0,70220.0,0.0
Fair Meadows MHC,Device 2049925436,10671,0,0,,,60195.0,60195.0,0.0
Fair Meadows MHC,Device 2041750576,10671,3,0,5,-91.0,132829.0,133319.0,490.0
Fair Meadows MHC,Device 2042743687,10671,2,0,3,-89.0,113608.0,113608.0,0.0
Fair Meadows MHC,Device 2042742895,10671,3,0,4,-92.0,47900.0,48201.0,301.0
Fair Meadows MHC,Device 2041750030,10671,0,0,,,36637.0,36637.0,0.0
Fair Meadows MHC,Device 2041750618,10671,0,0,,,74480.0,74480.0,0.0
Fair Meadows MHC,Device 2041752580,10693,0,0,,,110975.0,110975.0,0.0
Fair Meadows MHC,Device 2041759874,10671,2,0,3,-96.0,55771.0,55771.0,0.0
Fair Meadows MHC,Device 2041741062,10671,0,0,,,72169.0,72169.0,0.0
Fair Meadows MHC,Device 2041738902,10671,0,0,,,59965.0,59965.0,0.0
Fair Meadows MHC,Device 2041745576,10706,0,0,,,164472.0,164472.0,0.0
Fair Meadows MHC,Device 2041745451,10671,0,0,,,113811.0,113811.0,0.0
Fair Meadows MHC,Device 2041762472,10693,0,0,,,88907.0,88907.0,0.0
Fair Meadows MHC,Device 2042755541,10671,0,0,,,67033.0,67033.0,0.0
Fair Meadows MHC,Device 2041749107,10693,2,0,3,-98.0,70180.0,70180.0,0.0
Fair Meadows MHC,Device 2041753349,10671,0,0,,,72306.0,72306.0,0.0
Fair Meadows MHC,Device 2041741161,10671,0,0,,,36535.0,36535.0,0.0
Fair Meadows MHC,Device 2041753265,10671,4,0,3,-102.0,138124.0,138124.0,0.0
Fair Meadows MHC,Device 2042813977,10671,0,0,,,50407.0,50407.0,0.0
Oswego MHP,Device 75364610,16185,7,0,7,-89.0,3475.503,3685.841,210.33799999999974
Oswego MHP,Device 75368454,16185,7,0,7,-84.0,3777.857,4088.326,310.46900000000005
Oswego MHP,Device 75374528,17037,7,0,7,-93.0,5930.177,6300.627,370.4500000000007
Oswego MHP,Device 79454953,16185,7,0,7,-92.0,1782.79,1966.879,184.08899999999994
Oswego MHP,Device 79460067,16185,7,0,0,-105.0,25442.0,25442.0,0.0
Oswego MHP,Device 75360931,16185,7,0,7,-90.0,2972.819,3255.512,282.6930000000002
Oswego MHP,Device 75362747,16185,11,0,7,-84.0,3863.047,5807.478,1944.431
Oswego MHP,Device 75374544,17037,7,0,7,-97.0,7119.381,7686.645,567.2640000000001
Oswego MHP,Device 75360469,17037,7,0,7,-99.0,5140.295,5780.426,640.1310000000003
Oswego MHP,Device 79454417,17037,9,0,7,-79.0,39993.113,42423.621,2430.5080000000016
Oswego MHP,Device 75374320,17037,7,0,6,-76.0,2813.803,3093.934,280.1310000000003
Oswego MHP,Device 79463335,16185,7,0,7,-83.0,8690.707,9212.305,521.598
Oswego MHP,Device 79461495,16185,7,0,0,-112.0,0.0,0.0,0.0
Oswego MHP,Device 79464739,16185,7,0,7,-78.0,5695.811,6435.744,739.933
Oswego MHP,Device 79460315,17037,7,0,7,-91.0,5887.891,6280.742,392.85100000000057
Oswego MHP,Device 79454748,17037,7,0,7,-74.0,8594.974,9049.08,454.10599999999977
Oswego MHP,Device 75364388,16185,7,0,6,-92.0,1263.45,1393.99,130.53999999999996
Oswego MHP,Device 79459200,17037,7,0,7,-91.0,29489.482,29609.762,120.27999999999884
Oswego MHP,Device 75361715,16185,7,0,7,-86.0,4053.023,4451.617,398.59400000000005
Oswego MHP,Device 75374338,16185,7,0,7,-92.0,4662.927,5075.153,412.22600000000057
Oswego MHP,Device 79466866,16185,7,0,7,-86.0,578.584,756.279,177.69500000000005
Oswego MHP,Device 79465454,17040,6,0,0,-92.0,14.0,14.0,0.0
Oswego MHP,Device 79459267,16185,7,0,7,-86.0,11816.789,12816.09,999.3009999999995
Oswego MHP,Device 75368306,16185,7,0,0,-105.0,1242.0,1242.0,0.0
Oswego MHP,Device 75372324,16185,7,0,7,-103.0,776.718,1013.524,236.80600000000004
Oswego MHP,Device 79462972,16185,11,0,7,-93.0,12831.779,16494.49,3662.711000000001
Oswego MHP,Device 79466056,17037,7,0,7,-73.0,4420.214,5001.486,581.2719999999999
Oswego MHP,Device 75365823,17037,7,0,7,-79.0,692.841,1179.087,486.246
Oswego MHP,Device 75366326,17037,12,0,7,-98.0,74333.57,75473.57,1140.0
Oswego MHP,Device 79454920,17037,7,0,7,-79.0,109794.719,109916.93,122.21099999999569
Oswego MHP,Device 79463202,17040,7,0,0,-88.0,103393.0,103393.0,0.0
Oswego MHP,Device 79463228,17037,7,0,7,-95.0,4406.085,4910.622,504.53700000000026
Oswego MHP,Device 75365575,17037,7,0,7,-92.0,2113.312,2814.408,701.096
Oaklodge MHP,Device 2042731112,10706,2,0,0,-101.0,8511.0,8511.0,0.0
Oaklodge MHP,Device 2041765756,,0,0,,,,,
Oaklodge MHP,Device 2041765608,10706,2,0,0,-92.0,5514.0,5514.0,0.0
Oaklodge MHP,Device 2041742573,,0,0,,,,,
Oaklodge MHP,Device 2042731500,10706,2,0,0,-99.0,109012.0,109012.0,0.0
Oaklodge MHP,Device 2042775101,10706,2,0,0,-94.0,2531.0,2531.0,0.0
Oaklodge MHP,Device 2042732474,10706,2,0,0,-99.0,3593.0,3593.0,0.0
Oaklodge MHP,Device 2049963387,,0,0,,,,,
Oaklodge MHP,Device 2042740493,10706,2,0,0,-97.0,55468.0,55468.0,0.0
Oaklodge MHP,Device 2042730437,10706,2,0,0,-90.0,18899.0,18899.0,0.0
Oaklodge MHP,Device 2042775432,10706,2,0,0,-95.0,4520.0,4520.0,0.0
Oaklodge MHP,Device 2041764064,10706,2,0,0,-96.0,10330.0,10330.0,0.0
Oaklodge MHP,Device 2041738209,10706,2,0,0,-101.0,14767.0,14767.0,0.0
Oaklodge MHP,Device 2041765772,10671,2,0,0,-97.0,54436.0,54436.0,0.0
Oaklodge MHP,Device 2041753133,10671,2,0,6,-101.0,4415.0,4415.0,0.0
Oaklodge MHP,Device 2041759601,10706,2,0,0,-93.0,39979.0,39979.0,0.0
Oaklodge MHP,Device 2041741930,10706,2,0,6,-100.0,63220.0,63221.0,1.0
Oaklodge MHP,Device 2049961639,10706,2,0,0,-95.0,21659.0,21659.0,0.0
Oaklodge MHP,Device 2049912483,10693,2,0,0,-94.0,75013.0,75013.0,0.0
Oaklodge MHP,Device 2049884864,10706,2,0,0,-93.0,7885.0,7885.0,0.0
Oaklodge MHP,Device 2049778173,,0,0,,,,,
Oaklodge MHP,Device 2068588290,,0,0,,,,,
Oaklodge MHP,Device 2049796191,10706,2,0,0,-102.0,15421.0,15421.0,0.0
Oaklodge MHP,Device 2049946572,10706,2,0,0,-96.0,201.0,201.0,0.0
Oaklodge MHP,Device 2049790145,10706,2,0,0,-104.0,52577.0,52577.0,0.0
Oaklodge MHP,Device 2068588191,10706,2,0,0,-90.0,11897.0,11897.0,0.0
Oaklodge MHP,Device 2049962231,,0,0,,,,,
Oaklodge MHP,Device 2049892545,,0,0,,,,,
Oaklodge MHP,Device 2049960235,10706,2,0,0,-95.0,921.0,921.0,0.0
Oaklodge MHP,Device 2049798015,10706,2,0,0,-96.0,35738.0,35738.0,0.0
Oaklodge MHP,Device 2049883122,10706,0,0,,,137941.0,137941.0,0.0
Oaklodge MHP,Device 2049953032,,0,0,,,,,
Oaklodge MHP,Device 2049904928,10706,2,0,0,-94.0,19587.0,19587.0,0.0
Oaklodge MHP,Device 2049836336,10671,2,0,0,-87.0,94164.0,94164.0,0.0
Oaklodge MHP,Device 2049948958,,0,0,,,,,
Oaklodge MHP,Device 2049936607,10671,2,0,0,-82.0,141281.0,141281.0,0.0
Oaklodge MHP,Device 2049891778,,0,0,,,,,
Oaklodge MHP,Device 2049925097,10706,2,0,0,-101.0,9186.0,9186.0,0.0
Oaklodge MHP,Device 2049960482,10706,2,0,0,-95.0,10900.0,10900.0,0.0
Oaklodge MHP,Device 2049962173,10706,2,0,0,-94.0,3002.0,3002.0,0.0
Oaklodge MHP,Device 2049931103,,0,0,,,,,
Oaklodge MHP,Device 2049865871,10706,2,0,0,-100.0,11138.0,11138.0,0.0
Oaklodge MHP,Device 2049917961,,0,0,,,,,
Oaklodge MHP,Device 2049917417,10706,2,0,0,-97.0,23991.0,23991.0,0.0
Oaklodge MHP,Device 2049916971,10706,2,0,0,-94.0,30038.0,30038.0,0.0
Oaklodge MHP,Device 2049870020,10706,2,0,0,-96.0,21184.0,21184.0,0.0
Oaklodge MHP,Device 2049946895,10706,2,0,0,-102.0,2509.0,2509.0,0.0
Oaklodge MHP,Device 2049933844,10706,2,0,0,-104.0,33574.0,33574.0,0.0
Oaklodge MHP,Device 2049961688,,0,0,,,,,
Oaklodge MHP,Device 2049798973,,0,0,,,,,
Oaklodge MHP,Device 2049946770,10706,2,0,0,-98.0,24264.0,24264.0,0.0
Oaklodge MHP,Device 2049910032,10706,2,0,0,-93.0,1346.0,1346.0,0.0
Oaklodge MHP,Device 2049868636,,0,0,,,,,
Oaklodge MHP,Device 2049781441,10671,2,0,0,-91.0,54635.0,54635.0,0.0
Oaklodge MHP,Device 2049914216,10706,2,0,0,-99.0,31349.0,31349.0,0.0
Oaklodge MHP,Device 2049915015,,0,0,,,,,
Oaklodge MHP,Device 2049923696,,0,0,,,,,
Oaklodge MHP,Device 2049925402,10693,2,0,0,-93.0,164401.0,164401.0,0.0
Oaklodge MHP,Device 2041761888,10706,2,0,0,-91.0,45947.0,45947.0,0.0
Oaklodge MHP,Device 2041758819,10706,2,0,0,-95.0,12265.0,12265.0,0.0
Oaklodge MHP,Device 2049917656,,0,0,,,,,
Oaklodge MHP,Device 2042740857,10706,2,0,0,-94.0,9336.0,9336.0,0.0
Oaklodge MHP,Device 2042741046,10706,2,0,0,-99.0,12715.0,12715.0,0.0
Oaklodge MHP,Device 2042742150,10706,2,0,0,-97.0,845.0,845.0,0.0
Oaklodge MHP,Device 2042741194,,0,0,,,,,
Oaklodge MHP,Device 2042742671,,0,0,,,,,
Oaklodge MHP,Device 2042742440,,0,0,,,,,
Oaklodge MHP,Device 2041761946,10706,2,0,0,-95.0,51177.0,51177.0,0.0
Oaklodge MHP,Device 2041742078,10706,2,0,0,-98.0,7528.0,7528.0,0.0
Oaklodge MHP,Device 2041759239,10706,2,0,0,-100.0,34363.0,34363.0,0.0
Oaklodge MHP,Device 2041761110,10706,2,0,0,-100.0,21884.0,21884.0,0.0
Paradise Village Cooperative MHC,Device 75374395,15154,7,0,7,-76.0,12666.211,13415.285,749.0740000000005
Paradise Village Cooperative MHC,Device 79461123,15154,7,0,7,-83.0,21935.678,22597.674,661.9959999999992
Paradise Village Cooperative MHC,Device 75362523,15154,8,0,7,-89.0,7616.563,8291.742,675.1790000000001
Paradise Village Cooperative MHC,Device 79453930,15154,7,0,7,-89.0,34433.047,35886.031,1452.984000000004
Paradise Village Cooperative MHC,Device 75366565,15154,7,0,7,-86.0,11110.73,11634.666,523.9359999999997
Paradise Village Cooperative MHC,Device 79465850,15154,7,0,7,-90.0,23713.729,24762.488,1048.7590000000018
Paradise Village Cooperative MHC,Device 75360048,17040,8,0,0,-81.0,15662.0,15662.0,0.0
Paradise Village Cooperative MHC,Device 75373413,15154,7,0,7,-86.0,24095.58,25447.639,1352.0589999999975
Paradise Village Cooperative MHC,Device 75374791,15154,6,0,6,-73.0,20468.67,20913.369,444.6990000000005
Paradise Village Cooperative MHC,Device 75364800,15154,7,0,6,-84.0,4110.031,4265.891,155.85999999999967
Paradise Village Cooperative MHC,Device 75368983,15154,7,0,7,-83.0,18007.449,18784.646,777.1970000000001
Paradise Village Cooperative MHC,Device 79461016,15154,7,0,7,-95.0,43373.883,44622.164,1248.2809999999954
Paradise Village Cooperative MHC,Device 79459994,15154,6,0,6,-83.0,16935.279,17257.283,322.0040000000008
Paradise Village Cooperative MHC,Device 75360238,15154,7,0,7,-78.0,10546.5,10949.592,403.09200000000055
Paradise Village Cooperative MHC,Device 75363786,15154,6,0,5,-84.0,2606.269,2732.885,126.61600000000044
Paradise Village Cooperative MHC,Device 79462154,15154,8,0,7,-81.0,41953.621,43950.707,1997.086000000003
Paradise Village Cooperative MHC,Device 75374858,15154,10,0,7,-84.0,36600.016,38420.512,1820.4959999999992
Paradise Village Cooperative MHC,Device 79465462,16131,7,0,0,-69.0,251404.172,251404.172,0.0
Paradise Village Cooperative MHC,Device 75364594,15154,7,0,7,-84.0,27159.908,28148.678,988.7700000000004
Paradise Village Cooperative MHC,Device 72724430,15154,7,0,7,-94.0,19874.861,20124.773,249.91200000000026
Paradise Village Cooperative MHC,Device 70263759,15154,7,0,7,-74.0,17812.785,18499.41,686.625
Paradise Village Cooperative MHC,Device 72721188,15154,7,0,7,-80.0,16573.367,17036.525,463.1580000000031
Paradise Village Cooperative MHC,Device 70272230,15154,7,0,7,-79.0,21317.926,21900.926,583.0
Paradise Village Cooperative MHC,Device 70272719,15154,7,0,7,-89.0,21627.943,22050.912,422.96900000000096
Paradise Village Cooperative MHC,Device 70272461,,0,0,,,,,
Paradise Village Cooperative MHC,Device 72718879,15154,7,0,7,-80.0,5089.624,5341.696,252.07200000000012
Paradise Village Cooperative MHC,Device 70259021,15154,9,0,7,-71.0,30515.211,31930.805,1415.594000000001
Paradise Village Cooperative MHC,Device 72720438,15154,7,0,7,-95.0,22275.477,23071.248,795.7710000000006
Paradise Village Cooperative MHC,Device 72717327,15154,7,0,7,-76.0,26091.158,26940.865,849.7070000000022
Paradise Village Cooperative MHC,Device 70272339,15154,7,0,7,-84.0,9438.938,9825.354,386.41599999999926
Paradise Village Cooperative MHC,Device 70268931,15154,6,0,7,-91.0,54623.18,56007.703,1384.523000000001
Paradise Village Cooperative MHC,Device 70273642,15154,7,0,7,-77.0,9615.061,9981.88,366.8189999999995
Paradise Village Cooperative MHC,Device 72715750,15154,7,0,7,-92.0,31185.844,32278.852,1093.007999999998
Paradise Village Cooperative MHC,Device 72721451,15154,6,0,7,-64.0,4875.747,4966.919,91.17199999999957
Paradise Village Cooperative MHC,Device 70272677,15154,9,0,7,-77.0,37516.281,39253.195,1736.913999999997
Paradise Village Cooperative MHC,Device 72720230,15154,7,0,7,-86.0,5698.553,5798.702,100.14900000000034
Paradise Village Cooperative MHC,Device 72714647,15154,7,0,7,-97.0,13148.619,13581.299,432.6800000000003
Paradise Village Cooperative MHC,Device 72392861,15154,7,0,7,-65.0,17742.164,18504.09,761.9259999999995
Paradise Village Cooperative MHC,Device 77059022,15154,7,0,7,-83.0,35489.902,36395.449,905.5469999999987
Paradise Village Cooperative MHC,Device 77056028,15154,7,0,7,-95.0,34625.73,35367.063,741.3329999999987
Kingsbrook MHC,Device 75370757,16131,7,0,7,-110.0,4243.311,4544.106,300.7950000000001
Kingsbrook MHC,Device 75360402,16131,7,0,7,-124.0,4277.162,4521.242,244.07999999999993
Kingsbrook MHC,Device 79454532,16131,7,0,7,-105.0,9296.843,9646.107,349.2639999999992
Kingsbrook MHC,Device 75367050,17040,7,0,0,-116.0,0.0,0.0,0.0
Kingsbrook MHC,Device 75367258,,0,0,,,,,
Kingsbrook MHC,Device 75366722,16131,7,0,7,-110.0,1100.61,1357.482,256.87200000000007
Kingsbrook MHC,Device 79460612,16185,7,0,7,-103.0,13375.655,14403.302,1027.646999999999
Kingsbrook MHC,Device 79463277,16131,7,0,7,-114.0,5591.213,6179.71,588.4970000000003
Kingsbrook MHC,Device 75363620,16022,7,0,7,-124.0,17309.402,18255.02,945.6180000000022
Kingsbrook MHC,Device 79466643,16131,6,0,0,-121.0,463.729,463.729,0.0
Kingsbrook MHC,Device 75363547,,0,0,,,,,
Kingsbrook MHC,Device 75368223,16022,6,0,6,-119.0,5213.185,5530.89,317.7049999999999
Kingsbrook MHC,Device 75366557,16185,7,0,7,-122.0,10235.222,10441.762,206.54000000000087
Kingsbrook MHC,Device 75368744,16131,7,0,7,-111.0,11508.311,12180.146,671.835000000001
Kingsbrook MHC,Device 75366078,16131,7,0,0,-113.0,5.49,6.992,1.5019999999999998
Kingsbrook MHC,Device 75368934,16131,3,0,0,-122.0,11889.901,12242.432,352.53100000000086
Kingsbrook MHC,Device 72716691,16131,6,0,5,-92.0,69424.883,69623.672,198.7890000000043
